pipeline_run_at_utc,schema_version,ad_snapshot_file_count,ad_snapshot_month_start,ad_snapshot_month_end,pricing_date_start,pricing_date_end,pricing_reference_count,flagged_snapshot_months,latest_ad_count_us,ad_snapshot_history_rows,ad_change_log_rows,ad_state_monthly_counts_rows,grey_market_weekly_long_rows,grey_reference_summary_rows,monthly_market_panel_rows,validation_summary_rows,monthly_network_pricing_correlation_rows,manifest_file
2026-04-14T01:40:56+00:00,2026-04-13,28,2021-07-01,2023-10-01,2021-07-23,2024-09-13,12,10,295,8774,413,1342,1682,12,398,28,12,data/processed/pipeline_run_manifest.json
