source_run_id,source_manifest_file,source_parsed_record_count,replay_parsed_record_count,snapshot_matches_source,diff_row_count,field_mismatch_count,missing_in_source_count,missing_in_replay_count,missing_raw_file_count,differing_fields,references_available
20260414T002433Z,data/raw/chrono24_pricing/20260414T002433Z/manifest.json,0,0,True,0,0,0,0,0,,0
